,temperature,PCA-x,PCA-y,"k1, pred","k1, x","k1, y","k1, 45","k1, centx","k1, centy","k2, pred","k2, x","k2, y","k2, 45","k2, centx","k2, centy","k3, pred","k3, x","k3, y","k3, 45","k3, centx","k3, centy","k4, pred","k4, x","k4, y","k4, 45","k4, centx","k4, centy","k5, pred","k5, x","k5, y","k5, 45","k5, centx","k5, centy","k6, pred","k6, x","k6, y","k6, 45","k6, centx","k6, centy","k7, pred","k7, x","k7, y","k7, 45","k7, centx","k7, centy","k8, pred","k8, x","k8, y","k8, 45","k8, centx","k8, centy","k9, pred","k9, x","k9, y","k9, 45","k9, centx","k9, centy","k10, pred","k10, x","k10, y","k10, 45","k10, centx","k10, centy"
28,290,29,90.19225579855771,0,75.19965670232658,122.32614834217247,-1.7735029352963068,0.0,0.0,0,75.19965670232658,122.32614834217247,-1.7735029352963068,0.0,0.0,0,75.19965670232658,122.32614834217247,-1.7735029352963068,0.0,0.0,1,75.19965670232658,122.32614834217247,-1.7735029352963068,0.0,0.0,1,75.19965670232658,122.32614834217247,-1.7735029352963068,0.0,0.0,1,75.19965670232658,122.32614834217247,-1.7735029352963068,0.0,0.0,1,75.19965670232658,122.32614834217247,-1.7735029352963068,0.0,0.0,5,75.19965670232658,122.32614834217247,-1.7735029352963068,0.0,0.0,3,75.19965670232658,122.32614834217247,-1.7735029352963068,0.0,0.0,4,75.19965670232658,122.32614834217247,-1.7735029352963068,0.0,0.0
29,300,30,90.91994688595271,0,46.4588655877202,138.58956432984155,0.9849683678319404,0.0,0.0,0,46.4588655877202,138.58956432984155,0.9849683678319404,0.0,0.0,0,46.4588655877202,138.58956432984155,0.9849683678319404,0.0,0.0,1,46.4588655877202,138.58956432984155,0.9849683678319404,0.0,0.0,1,46.4588655877202,138.58956432984155,0.9849683678319404,0.0,0.0,1,46.4588655877202,138.58956432984155,0.9849683678319404,0.0,0.0,1,46.4588655877202,138.58956432984155,0.9849683678319404,0.0,0.0,5,46.4588655877202,138.58956432984155,0.9849683678319404,0.0,0.0,3,46.4588655877202,138.58956432984155,0.9849683678319404,0.0,0.0,4,46.4588655877202,138.58956432984155,0.9849683678319404,0.0,0.0
30,310,31,91.62160126462862,0,63.55243820165804,127.77387296934974,-1.6274706374175612,0.0,0.0,0,63.55243820165804,127.77387296934974,-1.6274706374175612,0.0,0.0,0,63.55243820165804,127.77387296934974,-1.6274706374175612,0.0,0.0,1,63.55243820165804,127.77387296934974,-1.6274706374175612,0.0,0.0,1,63.55243820165804,127.77387296934974,-1.6274706374175612,0.0,0.0,1,63.55243820165804,127.77387296934974,-1.6274706374175612,0.0,0.0,1,63.55243820165804,127.77387296934974,-1.6274706374175612,0.0,0.0,5,63.55243820165804,127.77387296934974,-1.6274706374175612,0.0,0.0,3,63.55243820165804,127.77387296934974,-1.6274706374175612,0.0,0.0,4,63.55243820165804,127.77387296934974,-1.6274706374175612,0.0,0.0
31,320,32,92.28266424830585,0,50.46080418598504,137.22859521335198,1.3206584659388372,0.0,0.0,0,50.46080418598504,137.22859521335198,1.3206584659388372,0.0,0.0,0,50.46080418598504,137.22859521335198,1.3206584659388372,0.0,0.0,1,50.46080418598504,137.22859521335198,1.3206584659388372,0.0,0.0,1,50.46080418598504,137.22859521335198,1.3206584659388372,0.0,0.0,1,50.46080418598504,137.22859521335198,1.3206584659388372,0.0,0.0,1,50.46080418598504,137.22859521335198,1.3206584659388372,0.0,0.0,5,50.46080418598504,137.22859521335198,1.3206584659388372,0.0,0.0,3,50.46080418598504,137.22859521335198,1.3206584659388372,0.0,0.0,4,50.46080418598504,137.22859521335198,1.3206584659388372,0.0,0.0
32,330,33,92.93135482903409,0,36.567451918025114,140.3645701068139,-0.7920172274167387,0.0,0.0,0,36.567451918025114,140.3645701068139,-0.7920172274167387,0.0,0.0,0,36.567451918025114,140.3645701068139,-0.7920172274167387,0.0,0.0,1,36.567451918025114,140.3645701068139,-0.7920172274167387,0.0,0.0,1,36.567451918025114,140.3645701068139,-0.7920172274167387,0.0,0.0,1,36.567451918025114,140.3645701068139,-0.7920172274167387,0.0,0.0,1,36.567451918025114,140.3645701068139,-0.7920172274167387,0.0,0.0,5,36.567451918025114,140.3645701068139,-0.7920172274167387,0.0,0.0,3,36.567451918025114,140.3645701068139,-0.7920172274167387,0.0,0.0,4,36.567451918025114,140.3645701068139,-0.7920172274167387,0.0,0.0
33,340,34,93.54644503631347,0,46.876633087088486,131.40873022354074,-0.7660603242311155,0.0,0.0,0,46.876633087088486,131.40873022354074,-0.7660603242311155,0.0,0.0,0,46.876633087088486,131.40873022354074,-0.7660603242311155,0.0,0.0,1,46.876633087088486,131.40873022354074,-0.7660603242311155,0.0,0.0,1,46.876633087088486,131.40873022354074,-0.7660603242311155,0.0,0.0,1,46.876633087088486,131.40873022354074,-0.7660603242311155,0.0,0.0,1,46.876633087088486,131.40873022354074,-0.7660603242311155,0.0,0.0,5,46.876633087088486,131.40873022354074,-0.7660603242311155,0.0,0.0,3,46.876633087088486,131.40873022354074,-0.7660603242311155,0.0,0.0,4,46.876633087088486,131.40873022354074,-0.7660603242311155,0.0,0.0
34,350,35,94.13691827433259,0,46.198086024292394,130.86628953022483,0.14598028240910918,0.0,0.0,0,46.198086024292394,130.86628953022483,0.14598028240910918,0.0,0.0,0,46.198086024292394,130.86628953022483,0.14598028240910918,0.0,0.0,1,46.198086024292394,130.86628953022483,0.14598028240910918,0.0,0.0,1,46.198086024292394,130.86628953022483,0.14598028240910918,0.0,0.0,1,46.198086024292394,130.86628953022483,0.14598028240910918,0.0,0.0,1,46.198086024292394,130.86628953022483,0.14598028240910918,0.0,0.0,5,46.198086024292394,130.86628953022483,0.14598028240910918,0.0,0.0,3,46.198086024292394,130.86628953022483,0.14598028240910918,0.0,0.0,4,46.198086024292394,130.86628953022483,0.14598028240910918,0.0,0.0
35,360,36,94.68181704110408,0,33.431237991176985,130.56200804298413,0.3016206205221423,0.0,0.0,0,33.431237991176985,130.56200804298413,0.3016206205221423,0.0,0.0,0,33.431237991176985,130.56200804298413,0.3016206205221423,0.0,0.0,1,33.431237991176985,130.56200804298413,0.3016206205221423,0.0,0.0,1,33.431237991176985,130.56200804298413,0.3016206205221423,0.0,0.0,1,33.431237991176985,130.56200804298413,0.3016206205221423,0.0,0.0,1,33.431237991176985,130.56200804298413,0.3016206205221423,0.0,0.0,7,33.431237991176985,130.56200804298413,0.3016206205221423,0.0,0.0,3,33.431237991176985,130.56200804298413,0.3016206205221423,0.0,0.0,5,33.431237991176985,130.56200804298413,0.3016206205221423,0.0,0.0
36,370,37,95.19619919163028,0,35.69431071324854,122.0943557574824,-0.04495372557237188,0.0,0.0,0,35.69431071324854,122.0943557574824,-0.04495372557237188,0.0,0.0,0,35.69431071324854,122.0943557574824,-0.04495372557237188,0.0,0.0,1,35.69431071324854,122.0943557574824,-0.04495372557237188,0.0,0.0,1,35.69431071324854,122.0943557574824,-0.04495372557237188,0.0,0.0,1,35.69431071324854,122.0943557574824,-0.04495372557237188,0.0,0.0,1,35.69431071324854,122.0943557574824,-0.04495372557237188,0.0,0.0,7,35.69431071324854,122.0943557574824,-0.04495372557237188,0.0,0.0,3,35.69431071324854,122.0943557574824,-0.04495372557237188,0.0,0.0,5,35.69431071324854,122.0943557574824,-0.04495372557237188,0.0,0.0
37,380,38,95.68400718309643,0,41.75830872490775,106.38700389495001,3.523113619316716,0.0,0.0,0,41.75830872490775,106.38700389495001,3.523113619316716,0.0,0.0,0,41.75830872490775,106.38700389495001,3.523113619316716,0.0,0.0,1,41.75830872490775,106.38700389495001,3.523113619316716,0.0,0.0,1,41.75830872490775,106.38700389495001,3.523113619316716,0.0,0.0,1,41.75830872490775,106.38700389495001,3.523113619316716,0.0,0.0,1,41.75830872490775,106.38700389495001,3.523113619316716,0.0,0.0,5,41.75830872490775,106.38700389495001,3.523113619316716,0.0,0.0,3,41.75830872490775,106.38700389495001,3.523113619316716,0.0,0.0,4,41.75830872490775,106.38700389495001,3.523113619316716,0.0,0.0
38,390,39,96.16449529559642,0,30.8392795162851,98.64699334567472,-1.4809807599100862,0.0,0.0,0,30.8392795162851,98.64699334567472,-1.4809807599100862,0.0,0.0,0,30.8392795162851,98.64699334567472,-1.4809807599100862,0.0,0.0,1,30.8392795162851,98.64699334567472,-1.4809807599100862,0.0,0.0,4,30.8392795162851,98.64699334567472,-1.4809807599100862,0.0,0.0,1,30.8392795162851,98.64699334567472,-1.4809807599100862,0.0,0.0,1,30.8392795162851,98.64699334567472,-1.4809807599100862,0.0,0.0,5,30.8392795162851,98.64699334567472,-1.4809807599100862,0.0,0.0,6,30.8392795162851,98.64699334567472,-1.4809807599100862,0.0,0.0,4,30.8392795162851,98.64699334567472,-1.4809807599100862,0.0,0.0
39,400,40,96.60645429562521,0,-100.35148518119475,35.23992282416616,1.218933057220111,0.0,0.0,1,-100.35148518119475,35.23992282416616,1.218933057220111,0.0,0.0,1,-100.35148518119475,35.23992282416616,1.218933057220111,0.0,0.0,1,-100.35148518119475,35.23992282416616,1.218933057220111,0.0,0.0,4,-100.35148518119475,35.23992282416616,1.218933057220111,0.0,0.0,5,-100.35148518119475,35.23992282416616,1.218933057220111,0.0,0.0,3,-100.35148518119475,35.23992282416616,1.218933057220111,0.0,0.0,7,-100.35148518119475,35.23992282416616,1.218933057220111,0.0,0.0,6,-100.35148518119475,35.23992282416616,1.218933057220111,0.0,0.0,5,-100.35148518119475,35.23992282416616,1.218933057220111,0.0,0.0
40,410,41,97.02967118938238,0,-224.5443651236214,-53.56093680826433,-1.7885625741758686,0.0,0.0,1,-224.5443651236214,-53.56093680826433,-1.7885625741758686,0.0,0.0,1,-224.5443651236214,-53.56093680826433,-1.7885625741758686,0.0,0.0,2,-224.5443651236214,-53.56093680826433,-1.7885625741758686,0.0,0.0,2,-224.5443651236214,-53.56093680826433,-1.7885625741758686,0.0,0.0,5,-224.5443651236214,-53.56093680826433,-1.7885625741758686,0.0,0.0,3,-224.5443651236214,-53.56093680826433,-1.7885625741758686,0.0,0.0,1,-224.5443651236214,-53.56093680826433,-1.7885625741758686,0.0,0.0,4,-224.5443651236214,-53.56093680826433,-1.7885625741758686,0.0,0.0,6,-224.5443651236214,-53.56093680826433,-1.7885625741758686,0.0,0.0
41,420,42,97.43320633555182,0,-238.60616630294368,-56.62331999686272,2.073495994876282,0.0,0.0,1,-238.60616630294368,-56.62331999686272,2.073495994876282,0.0,0.0,1,-238.60616630294368,-56.62331999686272,2.073495994876282,0.0,0.0,2,-238.60616630294368,-56.62331999686272,2.073495994876282,0.0,0.0,2,-238.60616630294368,-56.62331999686272,2.073495994876282,0.0,0.0,5,-238.60616630294368,-56.62331999686272,2.073495994876282,0.0,0.0,3,-238.60616630294368,-56.62331999686272,2.073495994876282,0.0,0.0,1,-238.60616630294368,-56.62331999686272,2.073495994876282,0.0,0.0,4,-238.60616630294368,-56.62331999686272,2.073495994876282,0.0,0.0,6,-238.60616630294368,-56.62331999686272,2.073495994876282,0.0,0.0
42,430,43,97.82053413304368,0,-246.73543299857295,-55.42631588156526,0.7373935048377654,0.0,0.0,1,-246.73543299857295,-55.42631588156526,0.7373935048377654,0.0,0.0,1,-246.73543299857295,-55.42631588156526,0.7373935048377654,0.0,0.0,2,-246.73543299857295,-55.42631588156526,0.7373935048377654,0.0,0.0,2,-246.73543299857295,-55.42631588156526,0.7373935048377654,0.0,0.0,5,-246.73543299857295,-55.42631588156526,0.7373935048377654,0.0,0.0,3,-246.73543299857295,-55.42631588156526,0.7373935048377654,0.0,0.0,1,-246.73543299857295,-55.42631588156526,0.7373935048377654,0.0,0.0,4,-246.73543299857295,-55.42631588156526,0.7373935048377654,0.0,0.0,6,-246.73543299857295,-55.42631588156526,0.7373935048377654,0.0,0.0
43,440,44,98.20068680046307,0,-242.48278423699182,-58.834752171898295,0.21837267954176262,0.0,0.0,1,-242.48278423699182,-58.834752171898295,0.21837267954176262,0.0,0.0,1,-242.48278423699182,-58.834752171898295,0.21837267954176262,0.0,0.0,2,-242.48278423699182,-58.834752171898295,0.21837267954176262,0.0,0.0,2,-242.48278423699182,-58.834752171898295,0.21837267954176262,0.0,0.0,5,-242.48278423699182,-58.834752171898295,0.21837267954176262,0.0,0.0,3,-242.48278423699182,-58.834752171898295,0.21837267954176262,0.0,0.0,1,-242.48278423699182,-58.834752171898295,0.21837267954176262,0.0,0.0,4,-242.48278423699182,-58.834752171898295,0.21837267954176262,0.0,0.0,6,-242.48278423699182,-58.834752171898295,0.21837267954176262,0.0,0.0
44,450,45,98.57287836674347,0,-220.2761864522183,-33.15021983056519,-1.0375265251358958,0.0,0.0,1,-220.2761864522183,-33.15021983056519,-1.0375265251358958,0.0,0.0,1,-220.2761864522183,-33.15021983056519,-1.0375265251358958,0.0,0.0,2,-220.2761864522183,-33.15021983056519,-1.0375265251358958,0.0,0.0,2,-220.2761864522183,-33.15021983056519,-1.0375265251358958,0.0,0.0,5,-220.2761864522183,-33.15021983056519,-1.0375265251358958,0.0,0.0,3,-220.2761864522183,-33.15021983056519,-1.0375265251358958,0.0,0.0,1,-220.2761864522183,-33.15021983056519,-1.0375265251358958,0.0,0.0,4,-220.2761864522183,-33.15021983056519,-1.0375265251358958,0.0,0.0,6,-220.2761864522183,-33.15021983056519,-1.0375265251358958,0.0,0.0
45,460,46,98.89911703405363,0,-225.64949496404208,-48.61116497769753,0.4031203220713487,0.0,0.0,1,-225.64949496404208,-48.61116497769753,0.4031203220713487,0.0,0.0,1,-225.64949496404208,-48.61116497769753,0.4031203220713487,0.0,0.0,2,-225.64949496404208,-48.61116497769753,0.4031203220713487,0.0,0.0,2,-225.64949496404208,-48.61116497769753,0.4031203220713487,0.0,0.0,5,-225.64949496404208,-48.61116497769753,0.4031203220713487,0.0,0.0,3,-225.64949496404208,-48.61116497769753,0.4031203220713487,0.0,0.0,1,-225.64949496404208,-48.61116497769753,0.4031203220713487,0.0,0.0,4,-225.64949496404208,-48.61116497769753,0.4031203220713487,0.0,0.0,6,-225.64949496404208,-48.61116497769753,0.4031203220713487,0.0,0.0
46,470,47,99.17798873759764,0,-210.7927886899864,-53.54293840398241,-1.0870345360480052,0.0,0.0,1,-210.7927886899864,-53.54293840398241,-1.0870345360480052,0.0,0.0,1,-210.7927886899864,-53.54293840398241,-1.0870345360480052,0.0,0.0,2,-210.7927886899864,-53.54293840398241,-1.0870345360480052,0.0,0.0,2,-210.7927886899864,-53.54293840398241,-1.0870345360480052,0.0,0.0,5,-210.7927886899864,-53.54293840398241,-1.0870345360480052,0.0,0.0,3,-210.7927886899864,-53.54293840398241,-1.0870345360480052,0.0,0.0,1,-210.7927886899864,-53.54293840398241,-1.0870345360480052,0.0,0.0,4,-210.7927886899864,-53.54293840398241,-1.0870345360480052,0.0,0.0,6,-210.7927886899864,-53.54293840398241,-1.0870345360480052,0.0,0.0
47,480,48,99.42043151620302,0,-206.4841081960457,-29.65228481879719,0.04274366120664767,0.0,0.0,1,-206.4841081960457,-29.65228481879719,0.04274366120664767,0.0,0.0,1,-206.4841081960457,-29.65228481879719,0.04274366120664767,0.0,0.0,0,-206.4841081960457,-29.65228481879719,0.04274366120664767,0.0,0.0,0,-206.4841081960457,-29.65228481879719,0.04274366120664767,0.0,0.0,5,-206.4841081960457,-29.65228481879719,0.04274366120664767,0.0,0.0,6,-206.4841081960457,-29.65228481879719,0.04274366120664767,0.0,0.0,4,-206.4841081960457,-29.65228481879719,0.04274366120664767,0.0,0.0,2,-206.4841081960457,-29.65228481879719,0.04274366120664767,0.0,0.0,6,-206.4841081960457,-29.65228481879719,0.04274366120664767,0.0,0.0
48,490,49,99.61604925370864,0,-180.3696994180821,-15.247916751125517,-0.15451555886886656,0.0,0.0,1,-180.3696994180821,-15.247916751125517,-0.15451555886886656,0.0,0.0,1,-180.3696994180821,-15.247916751125517,-0.15451555886886656,0.0,0.0,0,-180.3696994180821,-15.247916751125517,-0.15451555886886656,0.0,0.0,0,-180.3696994180821,-15.247916751125517,-0.15451555886886656,0.0,0.0,0,-180.3696994180821,-15.247916751125517,-0.15451555886886656,0.0,0.0,2,-180.3696994180821,-15.247916751125517,-0.15451555886886656,0.0,0.0,0,-180.3696994180821,-15.247916751125517,-0.15451555886886656,0.0,0.0,8,-180.3696994180821,-15.247916751125517,-0.15451555886886656,0.0,0.0,1,-180.3696994180821,-15.247916751125517,-0.15451555886886656,0.0,0.0
49,500,50,99.77517392156672,0,-165.52952561576237,2.4280838533759552,-0.12248794548206036,0.0,0.0,1,-165.52952561576237,2.4280838533759552,-0.12248794548206036,0.0,0.0,1,-165.52952561576237,2.4280838533759552,-0.12248794548206036,0.0,0.0,0,-165.52952561576237,2.4280838533759552,-0.12248794548206036,0.0,0.0,0,-165.52952561576237,2.4280838533759552,-0.12248794548206036,0.0,0.0,4,-165.52952561576237,2.4280838533759552,-0.12248794548206036,0.0,0.0,2,-165.52952561576237,2.4280838533759552,-0.12248794548206036,0.0,0.0,0,-165.52952561576237,2.4280838533759552,-0.12248794548206036,0.0,0.0,8,-165.52952561576237,2.4280838533759552,-0.12248794548206036,0.0,0.0,0,-165.52952561576237,2.4280838533759552,-0.12248794548206036,0.0,0.0
50,510,51,99.8941407700122,0,-182.25630125437095,-18.18255329027681,-0.38557292038939567,0.0,0.0,1,-182.25630125437095,-18.18255329027681,-0.38557292038939567,0.0,0.0,1,-182.25630125437095,-18.18255329027681,-0.38557292038939567,0.0,0.0,0,-182.25630125437095,-18.18255329027681,-0.38557292038939567,0.0,0.0,0,-182.25630125437095,-18.18255329027681,-0.38557292038939567,0.0,0.0,0,-182.25630125437095,-18.18255329027681,-0.38557292038939567,0.0,0.0,5,-182.25630125437095,-18.18255329027681,-0.38557292038939567,0.0,0.0,3,-182.25630125437095,-18.18255329027681,-0.38557292038939567,0.0,0.0,1,-182.25630125437095,-18.18255329027681,-0.38557292038939567,0.0,0.0,2,-182.25630125437095,-18.18255329027681,-0.38557292038939567,0.0,0.0
51,520,52,99.99999999999999,0,-171.3994954694229,-16.1923995180317,-0.02458389729889677,0.0,0.0,1,-171.3994954694229,-16.1923995180317,-0.02458389729889677,0.0,0.0,1,-171.3994954694229,-16.1923995180317,-0.02458389729889677,0.0,0.0,0,-171.3994954694229,-16.1923995180317,-0.02458389729889677,0.0,0.0,0,-171.3994954694229,-16.1923995180317,-0.02458389729889677,0.0,0.0,0,-171.3994954694229,-16.1923995180317,-0.02458389729889677,0.0,0.0,5,-171.3994954694229,-16.1923995180317,-0.02458389729889677,0.0,0.0,3,-171.3994954694229,-16.1923995180317,-0.02458389729889677,0.0,0.0,1,-171.3994954694229,-16.1923995180317,-0.02458389729889677,0.0,0.0,3,-171.3994954694229,-16.1923995180317,-0.02458389729889677,0.0,0.0
52,530,53,99.99999999999999,0,-171.00217619508155,-7.50812417521719,-0.12020990490550437,0.0,0.0,1,-171.00217619508155,-7.50812417521719,-0.12020990490550437,0.0,0.0,1,-171.00217619508155,-7.50812417521719,-0.12020990490550437,0.0,0.0,0,-171.00217619508155,-7.50812417521719,-0.12020990490550437,0.0,0.0,0,-171.00217619508155,-7.50812417521719,-0.12020990490550437,0.0,0.0,0,-171.00217619508155,-7.50812417521719,-0.12020990490550437,0.0,0.0,4,-171.00217619508155,-7.50812417521719,-0.12020990490550437,0.0,0.0,2,-171.00217619508155,-7.50812417521719,-0.12020990490550437,0.0,0.0,0,-171.00217619508155,-7.50812417521719,-0.12020990490550437,0.0,0.0,3,-171.00217619508155,-7.50812417521719,-0.12020990490550437,0.0,0.0
53,540,54,99.99999999999999,0,-171.7089490057143,-10.89431814739742,0.40713785930349333,0.0,0.0,1,-171.7089490057143,-10.89431814739742,0.40713785930349333,0.0,0.0,1,-171.7089490057143,-10.89431814739742,0.40713785930349333,0.0,0.0,0,-171.7089490057143,-10.89431814739742,0.40713785930349333,0.0,0.0,0,-171.7089490057143,-10.89431814739742,0.40713785930349333,0.0,0.0,0,-171.7089490057143,-10.89431814739742,0.40713785930349333,0.0,0.0,5,-171.7089490057143,-10.89431814739742,0.40713785930349333,0.0,0.0,3,-171.7089490057143,-10.89431814739742,0.40713785930349333,0.0,0.0,1,-171.7089490057143,-10.89431814739742,0.40713785930349333,0.0,0.0,3,-171.7089490057143,-10.89431814739742,0.40713785930349333,0.0,0.0
54,550,55,99.99999999999999,0,-173.34234847637794,-11.952836015894446,0.0547934518145374,0.0,0.0,1,-173.34234847637794,-11.952836015894446,0.0547934518145374,0.0,0.0,1,-173.34234847637794,-11.952836015894446,0.0547934518145374,0.0,0.0,0,-173.34234847637794,-11.952836015894446,0.0547934518145374,0.0,0.0,0,-173.34234847637794,-11.952836015894446,0.0547934518145374,0.0,0.0,0,-173.34234847637794,-11.952836015894446,0.0547934518145374,0.0,0.0,5,-173.34234847637794,-11.952836015894446,0.0547934518145374,0.0,0.0,3,-173.34234847637794,-11.952836015894446,0.0547934518145374,0.0,0.0,8,-173.34234847637794,-11.952836015894446,0.0547934518145374,0.0,0.0,3,-173.34234847637794,-11.952836015894446,0.0547934518145374,0.0,0.0
55,560,56,99.99999999999999,0,-169.23233862668195,-11.406360987905595,-0.08635998379072417,0.0,0.0,1,-169.23233862668195,-11.406360987905595,-0.08635998379072417,0.0,0.0,1,-169.23233862668195,-11.406360987905595,-0.08635998379072417,0.0,0.0,0,-169.23233862668195,-11.406360987905595,-0.08635998379072417,0.0,0.0,0,-169.23233862668195,-11.406360987905595,-0.08635998379072417,0.0,0.0,0,-169.23233862668195,-11.406360987905595,-0.08635998379072417,0.0,0.0,5,-169.23233862668195,-11.406360987905595,-0.08635998379072417,0.0,0.0,3,-169.23233862668195,-11.406360987905595,-0.08635998379072417,0.0,0.0,8,-169.23233862668195,-11.406360987905595,-0.08635998379072417,0.0,0.0,3,-169.23233862668195,-11.406360987905595,-0.08635998379072417,0.0,0.0
56,570,57,99.99999999999999,0,-168.5378692860758,-12.105000249634552,0.48672703163853703,0.0,0.0,1,-168.5378692860758,-12.105000249634552,0.48672703163853703,0.0,0.0,1,-168.5378692860758,-12.105000249634552,0.48672703163853703,0.0,0.0,0,-168.5378692860758,-12.105000249634552,0.48672703163853703,0.0,0.0,0,-168.5378692860758,-12.105000249634552,0.48672703163853703,0.0,0.0,0,-168.5378692860758,-12.105000249634552,0.48672703163853703,0.0,0.0,4,-168.5378692860758,-12.105000249634552,0.48672703163853703,0.0,0.0,2,-168.5378692860758,-12.105000249634552,0.48672703163853703,0.0,0.0,8,-168.5378692860758,-12.105000249634552,0.48672703163853703,0.0,0.0,3,-168.5378692860758,-12.105000249634552,0.48672703163853703,0.0,0.0
57,580,58,99.99999999999999,0,-175.45368870283096,-11.027179600468237,0.2318484266848409,0.0,0.0,1,-175.45368870283096,-11.027179600468237,0.2318484266848409,0.0,0.0,1,-175.45368870283096,-11.027179600468237,0.2318484266848409,0.0,0.0,0,-175.45368870283096,-11.027179600468237,0.2318484266848409,0.0,0.0,0,-175.45368870283096,-11.027179600468237,0.2318484266848409,0.0,0.0,0,-175.45368870283096,-11.027179600468237,0.2318484266848409,0.0,0.0,4,-175.45368870283096,-11.027179600468237,0.2318484266848409,0.0,0.0,2,-175.45368870283096,-11.027179600468237,0.2318484266848409,0.0,0.0,8,-175.45368870283096,-11.027179600468237,0.2318484266848409,0.0,0.0,3,-175.45368870283096,-11.027179600468237,0.2318484266848409,0.0,0.0
58,590,59,99.99999999999999,0,-167.27143573922152,-8.283878933792936,-0.06209521696041853,0.0,0.0,1,-167.27143573922152,-8.283878933792936,-0.06209521696041853,0.0,0.0,1,-167.27143573922152,-8.283878933792936,-0.06209521696041853,0.0,0.0,0,-167.27143573922152,-8.283878933792936,-0.06209521696041853,0.0,0.0,0,-167.27143573922152,-8.283878933792936,-0.06209521696041853,0.0,0.0,0,-167.27143573922152,-8.283878933792936,-0.06209521696041853,0.0,0.0,5,-167.27143573922152,-8.283878933792936,-0.06209521696041853,0.0,0.0,3,-167.27143573922152,-8.283878933792936,-0.06209521696041853,0.0,0.0,1,-167.27143573922152,-8.283878933792936,-0.06209521696041853,0.0,0.0,3,-167.27143573922152,-8.283878933792936,-0.06209521696041853,0.0,0.0
59,600,60,99.99999999999999,0,-173.65420126794353,-15.34271997773257,0.012733878173388294,0.0,0.0,1,-173.65420126794353,-15.34271997773257,0.012733878173388294,0.0,0.0,1,-173.65420126794353,-15.34271997773257,0.012733878173388294,0.0,0.0,0,-173.65420126794353,-15.34271997773257,0.012733878173388294,0.0,0.0,0,-173.65420126794353,-15.34271997773257,0.012733878173388294,0.0,0.0,0,-173.65420126794353,-15.34271997773257,0.012733878173388294,0.0,0.0,5,-173.65420126794353,-15.34271997773257,0.012733878173388294,0.0,0.0,3,-173.65420126794353,-15.34271997773257,0.012733878173388294,0.0,0.0,8,-173.65420126794353,-15.34271997773257,0.012733878173388294,0.0,0.0,3,-173.65420126794353,-15.34271997773257,0.012733878173388294,0.0,0.0
