,temperature,PCA-x,PCA-y,"k1, pred","k1, x","k1, y","k1, 45","k1, centx","k1, centy","k2, pred","k2, x","k2, y","k2, 45","k2, centx","k2, centy","k3, pred","k3, x","k3, y","k3, 45","k3, centx","k3, centy","k4, pred","k4, x","k4, y","k4, 45","k4, centx","k4, centy","k5, pred","k5, x","k5, y","k5, 45","k5, centx","k5, centy","k6, pred","k6, x","k6, y","k6, 45","k6, centx","k6, centy","k7, pred","k7, x","k7, y","k7, 45","k7, centx","k7, centy","k8, pred","k8, x","k8, y","k8, 45","k8, centx","k8, centy","k9, pred","k9, x","k9, y","k9, 45","k9, centx","k9, centy","k10, pred","k10, x","k10, y","k10, 45","k10, centx","k10, centy"
20,210,21,89.4048697135802,0,1.6780629722766034,-13.959041454334084,1.572586414117092,0.0,0.0,1,1.6780629722766034,-13.959041454334084,1.572586414117092,0.0,0.0,0,1.6780629722766034,-13.959041454334084,1.572586414117092,0.0,0.0,0,1.6780629722766034,-13.959041454334084,1.572586414117092,0.0,0.0,3,1.6780629722766034,-13.959041454334084,1.572586414117092,0.0,0.0,2,1.6780629722766034,-13.959041454334084,1.572586414117092,0.0,0.0,3,1.6780629722766034,-13.959041454334084,1.572586414117092,0.0,0.0,4,1.6780629722766034,-13.959041454334084,1.572586414117092,0.0,0.0,7,1.6780629722766034,-13.959041454334084,1.572586414117092,0.0,0.0,4,1.6780629722766034,-13.959041454334084,1.572586414117092,0.0,0.0
21,220,22,90.91641329422944,0,-5.409553422369076,-13.610497624959647,1.2206243018792466,0.0,0.0,1,-5.409553422369076,-13.610497624959647,1.2206243018792466,0.0,0.0,0,-5.409553422369076,-13.610497624959647,1.2206243018792466,0.0,0.0,0,-5.409553422369076,-13.610497624959647,1.2206243018792466,0.0,0.0,3,-5.409553422369076,-13.610497624959647,1.2206243018792466,0.0,0.0,2,-5.409553422369076,-13.610497624959647,1.2206243018792466,0.0,0.0,6,-5.409553422369076,-13.610497624959647,1.2206243018792466,0.0,0.0,4,-5.409553422369076,-13.610497624959647,1.2206243018792466,0.0,0.0,2,-5.409553422369076,-13.610497624959647,1.2206243018792466,0.0,0.0,5,-5.409553422369076,-13.610497624959647,1.2206243018792466,0.0,0.0
22,230,23,92.25378585015144,0,-9.943734223898412,-14.785131803995265,-0.7275079366388018,0.0,0.0,1,-9.943734223898412,-14.785131803995265,-0.7275079366388018,0.0,0.0,0,-9.943734223898412,-14.785131803995265,-0.7275079366388018,0.0,0.0,0,-9.943734223898412,-14.785131803995265,-0.7275079366388018,0.0,0.0,3,-9.943734223898412,-14.785131803995265,-0.7275079366388018,0.0,0.0,2,-9.943734223898412,-14.785131803995265,-0.7275079366388018,0.0,0.0,6,-9.943734223898412,-14.785131803995265,-0.7275079366388018,0.0,0.0,4,-9.943734223898412,-14.785131803995265,-0.7275079366388018,0.0,0.0,7,-9.943734223898412,-14.785131803995265,-0.7275079366388018,0.0,0.0,3,-9.943734223898412,-14.785131803995265,-0.7275079366388018,0.0,0.0
23,240,24,93.49593188505624,0,-22.264266601134686,-26.33616111215492,-1.2395400211893484,0.0,0.0,1,-22.264266601134686,-26.33616111215492,-1.2395400211893484,0.0,0.0,0,-22.264266601134686,-26.33616111215492,-1.2395400211893484,0.0,0.0,0,-22.264266601134686,-26.33616111215492,-1.2395400211893484,0.0,0.0,0,-22.264266601134686,-26.33616111215492,-1.2395400211893484,0.0,0.0,2,-22.264266601134686,-26.33616111215492,-1.2395400211893484,0.0,0.0,6,-22.264266601134686,-26.33616111215492,-1.2395400211893484,0.0,0.0,5,-22.264266601134686,-26.33616111215492,-1.2395400211893484,0.0,0.0,4,-22.264266601134686,-26.33616111215492,-1.2395400211893484,0.0,0.0,3,-22.264266601134686,-26.33616111215492,-1.2395400211893484,0.0,0.0
24,250,25,94.63934535827707,0,-29.59395313858823,-32.02037653784174,0.2573107536495218,0.0,0.0,1,-29.59395313858823,-32.02037653784174,0.2573107536495218,0.0,0.0,0,-29.59395313858823,-32.02037653784174,0.2573107536495218,0.0,0.0,1,-29.59395313858823,-32.02037653784174,0.2573107536495218,0.0,0.0,3,-29.59395313858823,-32.02037653784174,0.2573107536495218,0.0,0.0,2,-29.59395313858823,-32.02037653784174,0.2573107536495218,0.0,0.0,6,-29.59395313858823,-32.02037653784174,0.2573107536495218,0.0,0.0,4,-29.59395313858823,-32.02037653784174,0.2573107536495218,0.0,0.0,7,-29.59395313858823,-32.02037653784174,0.2573107536495218,0.0,0.0,3,-29.59395313858823,-32.02037653784174,0.2573107536495218,0.0,0.0
25,260,26,95.65266186759644,0,-45.92382010561297,-43.41132762487075,0.8228239826871351,0.0,0.0,1,-45.92382010561297,-43.41132762487075,0.8228239826871351,0.0,0.0,0,-45.92382010561297,-43.41132762487075,0.8228239826871351,0.0,0.0,1,-45.92382010561297,-43.41132762487075,0.8228239826871351,0.0,0.0,0,-45.92382010561297,-43.41132762487075,0.8228239826871351,0.0,0.0,2,-45.92382010561297,-43.41132762487075,0.8228239826871351,0.0,0.0,6,-45.92382010561297,-43.41132762487075,0.8228239826871351,0.0,0.0,4,-45.92382010561297,-43.41132762487075,0.8228239826871351,0.0,0.0,1,-45.92382010561297,-43.41132762487075,0.8228239826871351,0.0,0.0,8,-45.92382010561297,-43.41132762487075,0.8228239826871351,0.0,0.0
26,270,27,96.58128393597914,0,-55.98163874590771,-46.0417180202289,0.07583291024559992,0.0,0.0,1,-55.98163874590771,-46.0417180202289,0.07583291024559992,0.0,0.0,0,-55.98163874590771,-46.0417180202289,0.07583291024559992,0.0,0.0,1,-55.98163874590771,-46.0417180202289,0.07583291024559992,0.0,0.0,0,-55.98163874590771,-46.0417180202289,0.07583291024559992,0.0,0.0,2,-55.98163874590771,-46.0417180202289,0.07583291024559992,0.0,0.0,6,-55.98163874590771,-46.0417180202289,0.07583291024559992,0.0,0.0,4,-55.98163874590771,-46.0417180202289,0.07583291024559992,0.0,0.0,3,-55.98163874590771,-46.0417180202289,0.07583291024559992,0.0,0.0,1,-55.98163874590771,-46.0417180202289,0.07583291024559992,0.0,0.0
27,280,28,97.37678645971616,0,-60.78606928939921,-31.48456306486909,0.2462480555909833,0.0,0.0,1,-60.78606928939921,-31.48456306486909,0.2462480555909833,0.0,0.0,0,-60.78606928939921,-31.48456306486909,0.2462480555909833,0.0,0.0,1,-60.78606928939921,-31.48456306486909,0.2462480555909833,0.0,0.0,0,-60.78606928939921,-31.48456306486909,0.2462480555909833,0.0,0.0,2,-60.78606928939921,-31.48456306486909,0.2462480555909833,0.0,0.0,6,-60.78606928939921,-31.48456306486909,0.2462480555909833,0.0,0.0,4,-60.78606928939921,-31.48456306486909,0.2462480555909833,0.0,0.0,8,-60.78606928939921,-31.48456306486909,0.2462480555909833,0.0,0.0,0,-60.78606928939921,-31.48456306486909,0.2462480555909833,0.0,0.0
28,290,29,98.07770093056425,0,-73.99542841309459,-44.30200134909061,0.14418208328015042,0.0,0.0,1,-73.99542841309459,-44.30200134909061,0.14418208328015042,0.0,0.0,0,-73.99542841309459,-44.30200134909061,0.14418208328015042,0.0,0.0,1,-73.99542841309459,-44.30200134909061,0.14418208328015042,0.0,0.0,4,-73.99542841309459,-44.30200134909061,0.14418208328015042,0.0,0.0,5,-73.99542841309459,-44.30200134909061,0.14418208328015042,0.0,0.0,1,-73.99542841309459,-44.30200134909061,0.14418208328015042,0.0,0.0,0,-73.99542841309459,-44.30200134909061,0.14418208328015042,0.0,0.0,3,-73.99542841309459,-44.30200134909061,0.14418208328015042,0.0,0.0,6,-73.99542841309459,-44.30200134909061,0.14418208328015042,0.0,0.0
29,300,30,98.67636671376846,0,-65.30855373673914,-29.25718721103713,0.4799438393065584,0.0,0.0,1,-65.30855373673914,-29.25718721103713,0.4799438393065584,0.0,0.0,2,-65.30855373673914,-29.25718721103713,0.4799438393065584,0.0,0.0,1,-65.30855373673914,-29.25718721103713,0.4799438393065584,0.0,0.0,0,-65.30855373673914,-29.25718721103713,0.4799438393065584,0.0,0.0,4,-65.30855373673914,-29.25718721103713,0.4799438393065584,0.0,0.0,6,-65.30855373673914,-29.25718721103713,0.4799438393065584,0.0,0.0,4,-65.30855373673914,-29.25718721103713,0.4799438393065584,0.0,0.0,3,-65.30855373673914,-29.25718721103713,0.4799438393065584,0.0,0.0,0,-65.30855373673914,-29.25718721103713,0.4799438393065584,0.0,0.0
